bidder_id,prediction
49bb5a3c944b8fc337981cc7a9ccae41u31d7,0.0015231998506474418
a921612b85a1494456e74c09393ccb65ylp4y,0.003595607737790751
6b601e72a4d264dab9ace9d7b229b47479v6i,0.07277750654066567
eaf0ed0afc9689779417274b4791726cn5udi,0.0035199287283355905
cdecd8d02ed8c6037e38042c7745f688mx5sf,0.037929111489046145
d4aed439bdc854a56fc6cc3bdb986775w7hxw,0.032054437832726816
ed591299b162a19ff77f0479495831b31hl1q,0.0011988000980504329
eebdee08b0f67283126ef60307f49680sb9va,0.08380306136220333
6887f0abc4eb4c79eb0e23c48ceea186vjfih,0.02154541774963958
37eb6e2979e66d4ce29a74ac1c8bc6a5lqs6t,0.029899711480166565
3bdce1c10890630c287cc3f758ae0dc3ddpu8,0.409678242397036
78fdbeba625c6ee7a1bce379b4263773auglk,0.004974947061429492
65d451d17c6c3cc8bcfad0f4253f307arko5e,0.008681397637414243
5ad0cf9fa41c6ee677e708cd704ba9609qjod,0.006707610867872643
b017a5693a93f7e5fcab8e4be495951f5hlp3,0.028499735852872816
29606fe1516646d7058c2830d03643705t8hg,0.0006725779991185819
1c93e9b89cbb10abc6180e3a0e5061fcwugql,0.0007471202445772469
de24bbcb87c906b5e385ec715df727dcgj8gs,0.006203987200965946
7f6d1b6369786181188848e7903ba72ckc0xv,0.07427187336269386
2fdc5ca6fd51089afe756ee00e4f7e23le4gq,0.00594716903053188
3cda68167e63c7edcb7a618e466f5e82iv4xq,0.0031686154053603742
40848d51755dda8e1aa23ba52bfb1ab5ewrso,0.01885382791211175
3e322551a9657e97b345bb965bbab4d8eawre,0.000792905039529452
1a1d4e9eba20c58b73fd68c5ab9907081xw9l,0.2524322789602733
5759ce7d1b3dbe6ddf4a1d128e767085yu5iv,0.012653198597873103
a32715dae5fe9d7f9e29c70e6171a513nal30,0.00019776270340205384
2fd12c6c9a8c86edf1dc5d3bb6bd11dd9skfc,0.09572913150916786
6c13e796dc0cb45b234234a7117d6fe9ta8qr,0.010607061981307892
9f1e93f86a9d053856f754386fbeacf7bbn0h,0.0022647799719401535
